STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_ BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE
Gujarat,Sabarkantha,PMGSY-II,5,56.43,9,49.6961,5,56.43,9,33.5175,0,0,0
Gujarat,Sabarkantha,PMGSY-III,11,122.718,4,85.35459,11,121.905,0,54.2014,0,0,4
Gujarat,Sabarkantha,PM-JANMAN,2,1.55,0,,0,0,0,0,2,1.55,0
Gujarat,Surat,PMGSY-I,155,443.89,0,103.6383,155,436.02,0,106.1618,0,0,0
Gujarat,Surat,PMGSY-II,6,53.89,3,34.6008,6,53.89,3,30.3906,0,0,0
Gujarat,Surat,PMGSY-III,12,100.895,11,99.09984,12,98.903,0,52.6672,0,0,11
Gujarat,Surendranagar,PMGSY-I,44,183.96,1,22.626,44,183.66,1,25.0197,0,0,0
Gujarat,Surendranagar,PMGSY-II,4,48.55,0,15.0042,4,48.65,0,12.7691,0,0,0
Gujarat,Surendranagar,PMGSY-III,13,138.9,22,122.08538,13,137.925,0,64.8623,0,0,22
Gujarat,Tapi,PMGSY-I,189,460.005,2,161.0557,189,459.807,2,167.5964,0,0,0
Gujarat,Tapi,PMGSY-II,2,33.4,4,36.3583,2,33.7,4,33.3447,0,0,0
Gujarat,Tapi,PMGSY-III,6,44.94,9,43.36424,6,44.783,0,24.8673,0,0,9
Gujarat,Vadodara,PMGSY-I,33,88.325,0,12.3664,33,88.12,0,13.5241,0,0,0
Gujarat,Vadodara,PMGSY-II,3,33.02,0,18.4555,3,33.02,0,15.1429,0,0,0
Gujarat,Vadodara,PMGSY-III,8,83.465,0,52.2316,8,81.941,0,46.6179,0,0,0
Gujarat,Valsad,PMGSY-I,271,784.585,29,245.0476,271,752.133,29,254.6429,0,0,0
Gujarat,Valsad,PMGSY-II,2,11.06,0,5.991,2,11.06,0,6.8492,0,0,0
Gujarat,Valsad,PMGSY-III,10,87.453,4,59.18251,10,84.246,0,48.8712,0,0,4
Haryana,Ambala,PMGSY-I,22,171.07,0,50.3457,22,170.734,0,53.1038,0,0,0
Haryana,Ambala,PMGSY-II,5,54.055,0,53.3121,5,54.055,0,45.0251,0,0,0
Haryana,Ambala,PMGSY-III,11,91.81,0,36.0116,11,90.574,0,32.1199,0,0,0
Haryana,Bhiwani,PMGSY-I,15,174.78,0,82.3566,15,174.63,0,57.8823,0,0,0
Haryana,Bhiwani,PMGSY-II,3,32.34,0,23.4998,3,32.34,0,18.6206,0,0,0
Haryana,Bhiwani,PMGSY-III,19,216.161,0,80.12683,19,214.033,0,78.4033,0,0,0
Haryana,Charkhi Dadri,PMGSY-I,10,106.45,0,42.6275,10,106.35,0,34.5411,0,0,0
Haryana,Charkhi Dadri,PMGSY-III,12,116.675,0,66.86323,12,115.215,0,56.25,0,0,0
Haryana,Faridabad,PMGSY-I,12,92.67,0,25.8458,12,91.678,0,26.8537,0,0,0
Haryana,Faridabad,PMGSY-II,0,0,2,3.8065,0,0,2,5.6156,0,0,0
Haryana,Faridabad,PMGSY-III,2,11.77,0,4.38726,1,5.72,0,1.9845,1,6.05,0
Haryana,Fatehabad,PMGSY-I,18,205.46,0,67.7108,18,205.342,0,59.351,0,0,0
Haryana,Fatehabad,PMGSY-III,14,188.226,0,74.79676,14,187.315,0,70.7421,0,0,0
Haryana,Gurgaon,PMGSY-I,14,112.59,0,33.8266,14,112.595,0,33.8888,0,0,0
Haryana,Gurgaon,PMGSY-II,2,28.815,0,24.098,2,28.815,0,18.199,0,0,0
Haryana,Hisar,PMGSY-I,29,374.19,0,72.6718,29,373.615,0,70.1549,0,0,0
Haryana,Hisar,PMGSY-II,3,28.45,0,24.1865,3,28.45,0,18.711,0,0,0
Haryana,Hisar,PMGSY-III,14,142.265,0,66.91083,14,141.505,0,62.7814,0,0,0
Haryana,Jhajjar,PMGSY-I,30,321.21,0,120.97,30,321.73,0,107.6937,0,0,0
Haryana,Jhajjar,PMGSY-II,10,145.19,6,140.9539,10,127.724,6,116.8462,0,0,0
Haryana,Jhajjar,PMGSY-III,16,97.235,0,57.8236,13,89.032,0,39.0911,3,6.523,0
Haryana,Jind,PMGSY-I,22,283.08,0,103.4998,22,283.08,0,87.7302,0,0,0
Haryana,Jind,PMGSY-II,9,122.325,3,120.5317,9,121.945,3,104.5743,0,0,0
Haryana,Jind,PMGSY-III,19,246.687,0,125.83535,19,243.951,0,108.7085,0,0,0
Haryana,Kaithal,PMGSY-I,20,281.71,0,103.4395,20,279.57,0,91.5526,0,0,0
Haryana,Kaithal,PMGSY-II,3,40.73,0,32.2339,3,40.36,0,28.8621,0,0,0
Haryana,Kaithal,PMGSY-III,8,71.945,0,36.70425,8,71.046,0,33.5642,0,0,0
Haryana,Karnal,PMGSY-I,21,185.7,0,68.9537,21,185.5,0,62.4072,0,0,0
Haryana,Karnal,PMGSY-II,9,100.23,1,98.6994,9,100.225,1,87.4628,0,0,0
Haryana,Karnal,PMGSY-III,10,63.88,0,34.53308,9,61.406,0,28.3174,1,2.47,0
Haryana,Kurukshetra,PMGSY-I,27,262.52,0,83.8647,27,261.362,0,81.8396,0,0,0
Haryana,Kurukshetra,PMGSY-II,5,42.44,0,28.9366,5,42.19,0,25.391,0,0,0
Haryana,Kurukshetra,PMGSY-III,10,93.27,0,35.2041,10,90.858,0,30.7303,0,0,0
Haryana,Mewat,PMGSY-I,12,136.56,0,47.271,12,136.58,0,47.7689,0,0,0
Haryana,Mewat,PMGSY-II,3,31.1,0,20.9209,3,31.1,0,15.7537,0,0,0
Haryana,Mewat,PMGSY-III,11,78.293,0,51.34165,11,77.862,0,42.1346,0,0,0
Haryana,Mohindergarh,PMGSY-I,20,199.27,0,79.4164,20,197.02,0,64.3346,0,0,0
Haryana,Mohindergarh,PMGSY-III,8,75.98,0,30.9324,4,48.255,0,14.9278,4,27.54,0
Haryana,Palwal,PMGSY-I,10,127.435,0,42.2248,10,127.385,0,31.6182,0,0,0
Haryana,Palwal,PMGSY-II,5,51.47,0,57.6741,5,51.03,0,39.2918,0,0,0
Haryana,Palwal,PMGSY-III,12,105.821,0,48.82524,11,103.023,0,42.9814,1,0.58,0
Haryana,Panchkula,PMGSY-I,5,54.77,0,17.7898,5,54.77,0,19.1474,0,0,0
Haryana,Panchkula,PMGSY-II,1,6.4,0,4.1956,1,6.4,0,3.9212,0,0,0
Haryana,Panchkula,PMGSY-III,4,55.737,0,35.90535,4,55.677,0,31.6573,0,0,0
Haryana,Panipat,PMGSY-I,23,247.775,0,90.7737,23,247.77,0,82.915,0,0,0
Haryana,Panipat,PMGSY-II,4,33.59,0,31.7896,4,33.239,0,22.9247,0,0,0
Haryana,Panipat,PMGSY-III,11,80.7,0,42.35507,11,79.542,0,35.641,0,0,0
Haryana,Rewari,PMGSY-I,22,238.406,0,84.1866,22,238.318,0,70.4965,0,0,0
Haryana,Rewari,PMGSY-II,4,31.567,0,23.3616,4,30.526,0,18.717,0,0,0
Haryana,Rewari,PMGSY-III,2,16.78,0,11.37276,1,7.24,0,4.6239,1,9.54,0
Haryana,Rohtak,PMGSY-I,40,317.64,0,99.2378,40,317.72,0,93.2403,0,0,0
Haryana,Rohtak,PMGSY-II,2,18.432,0,13.7,2,18.112,0,9.4461,0,0,0
Haryana,Rohtak,PMGSY-III,26,229.577,0,97.72531,26,225.013,0,91.3611,0,0,0
Haryana,Sirsa,PMGSY-I,18,276.32,0,80.0627,18,276.32,0,72.9615,0,0,0
Haryana,Sirsa,PMGSY-II,4,70.28,2,60.5244,4,70.02,2,56.3356,0,0,0
Haryana,Sirsa,PMGSY-III,28,326.16,0,196.4264,26,289.517,0,164.6911,2,34.28,0
Haryana,Sonepat,PMGSY-I,20,209.625,0,82.9402,20,210.285,0,78.7516,0,0,0
Haryana,Sonepat,PMGSY-II,11,151.585,4,137.3145,11,145.967,4,124.7443,0,0,0
Haryana,Sonepat,PMGSY-III,14,130.849,0,61.02902,14,128.771,0,56.2293,0,0,0
Haryana,Yamuna Nagar,PMGSY-I,16,192.87,0,66.2875,16,192.87,0,66.1965,0,0,0
Haryana,Yamuna Nagar,PMGSY-II,5,53.24,0,56.8816,5,53.24,0,47.2958,0,0,0
Haryana,Yamuna Nagar,PMGSY-III,8,56.51,0,20.90174,8,55.211,0,18.5746,0,0,0
Himachal Pradesh,Bilaspur,PMGSY-I,151,742.475,0,235.7682,151,723.884,0,223.6975,0,0,0
Himachal Pradesh,Bilaspur,PMGSY-II,6,67.425,0,56.4592,6,66.315,0,57.1789,0,0,0
Himachal Pradesh,Bilaspur,PMGSY-III,19,184.615,0,170.96884,0,0,0,0,19,184.615,0
Himachal Pradesh,Chamba,PMGSY-I,341,2046.815,14,889.82753,323,1978.693,10,803.6409,18,32.15,4
Himachal Pradesh,Chamba,PMGSY-II,6,109.53,0,87.984,5,109.53,0,77.983,1,0,0
Himachal Pradesh,Chamba,PMGSY-III,23,222.726,1,247.27611,0,0,0,14.7555,23,222.726,1
Himachal Pradesh,Hamirpur,PMGSY-I,151,759.038,6,227.8936,151,753.124,6,218.0725,0,0,0
Himachal Pradesh,Hamirpur,PMGSY-II,9,80.406,0,64.7617,9,80.406,0,62.1372,0,0,0
Himachal Pradesh,Hamirpur,PMGSY-III,21,177.91,0,175.77795,0,0,0,0,21,177.91,0
Himachal Pradesh,Kangra,PMGSY-I,779,3190.634,18,949.49646,776,3120.885,17,826.1059,3,29.96,1
Himachal Pradesh,Kangra,PMGSY-II,24,234.39,0,156.6955,24,234.025,0,151.5347,0,0,0
Himachal Pradesh,Kangra,PMGSY-III,58,518.163,5,560.84994,0,3.4,0,4.7633,58,514.763,5
Himachal Pradesh,Kinnaur,PMGSY-I,59,503.72,1,172.70948,54,461.8,1,156.5502,5,21.985,0
Himachal Pradesh,Kinnaur,PMGSY-II,3,33.625,0,23.9029,3,33.625,0,20.4081,0,0,0
Himachal Pradesh,Kinnaur,PMGSY-III,2,22.69,0,21.62738,0,17.5,0,12.5894,2,5.19,0
Himachal Pradesh,Kullu,PMGSY-I,250,1871.363,6,734.0279,235,1766.077,6,657.6029,15,45.621,0
Himachal Pradesh,Kullu,PMGSY-II,6,101.84,0,82.8783,5,96.24,0,74.9262,1,5,0
Himachal Pradesh,Kullu,PMGSY-III,21,206.44,1,200.7191,0,0.3,0,18.2822,21,206.14,1
Himachal Pradesh,Lahul And Spiti,PMGSY-I,27,287.435,0,41.1428,27,286.43,0,39.6189,0,0,0
Himachal Pradesh,Lahul And Spiti,PMGSY-II,2,31.115,0,31.4474,2,30.8,0,33.2482,0,0,0
Himachal Pradesh,Lahul And Spiti,PMGSY-III,10,114.063,0,119.82945,0,0,0,11.5211,10,114.063,0
Himachal Pradesh,Mandi,PMGSY-I,621,3818.94,18,1295.1334,615,3702.519,18,1222.7866,6,22.9,0
Himachal Pradesh,Mandi,PMGSY-II,20,229.33,0,186.4931,17,220.88,0,170.9905,3,6.45,0
Himachal Pradesh,Mandi,PMGSY-III,29,362.1,0,359.57493,0,0,0,10.6869,29,362.1,0
Himachal Pradesh,Shimla,PMGSY-I,484,3605.742,8,1335.84816,441,3344.38,6,1297.4794,43,217.797,2
Himachal Pradesh,Shimla,PMGSY-II,11,129.86,0,92.0974,11,129.76,0,95.21,0,0,0
Himachal Pradesh,Shimla,PMGSY-III,49,571.68,0,551.48496,0,0,0,1.093,49,571.68,0
Himachal Pradesh,Sirmaur,PMGSY-I,238,1618.913,8,543.4419,238,1595.028,8,502.8067,0,0,0
Himachal Pradesh,Sirmaur,PMGSY-II,7,77.03,0,53.3648,7,77.03,0,50.7968,0,0,0
Himachal Pradesh,Sirmaur,PMGSY-III,23,292.28,0,246.77044,0,0,0,24.548,23,292.28,0
Himachal Pradesh,Solan,PMGSY-I,184,1169.528,1,360.6669,184,1141.164,1,337.5798,0,0,0
Himachal Pradesh,Solan,PMGSY-II,9,71.265,0,52.1855,9,71.265,0,53.9967,0,0,0
Himachal Pradesh,Solan,PMGSY-III,25,291.26,4,306.40434,0,0,0,0,25,291.26,4
Himachal Pradesh,Una,PMGSY-I,181,988.735,23,382.4297,181,985.008,23,357.7341,0,0,0
Himachal Pradesh,Una,PMGSY-II,9,85.345,1,75.988,9,83.729,1,77.9454,0,0,0
Himachal Pradesh,Una,PMGSY-III,19,159.19,11,243.631,0,0,0,0,19,159.19,11
Jammu And Kashmir,Anantnag,PMGSY-I,292,1006.53,2,725.3599,292,952.225,2,672.2412,0,0,0
Jammu And Kashmir,Anantnag,PMGSY-II,8,38,0,46.4836,7,35.393,0,35.4028,1,2,0
Jammu And Kashmir,Anantnag,PMGSY-III,8,34.346,0,31.00592,1,10.26,0,11.0625,7,24.088,0
Jammu And Kashmir,Bandipora,PMGSY-I,64,321.45,1,218.7124,61,315.634,1,191.468,3,1.9,0
Jammu And Kashmir,Bandipora,PMGSY-II,3,18.25,0,22.0933,3,18.35,0,18.0888,0,0,0
Jammu And Kashmir,Bandipora,PMGSY-III,6,24.861,0,19.8507,1,5.79,0,6.6067,5,19.074,0
Jammu And Kashmir,Baramula,PMGSY-I,198,863.915,0,550.2794,179,795.494,0,456.2155,19,18.615,0
Jammu And Kashmir,Baramula,PMGSY-II,14,87.95,0,110.6091,13,86.976,0,80.2127,1,0.4,0
Jammu And Kashmir,Baramula,PMGSY-III,22,149,0,146.0136,0,52.05,0,56.6994,22,96.95,0
Jammu And Kashmir,Budgam,PMGSY-I,150,600.65,4,453.9842,149,583.66,3,429.44,1,1.25,1
Jammu And Kashmir,Budgam,PMGSY-II,6,45.1,0,51.6965,5,42.25,0,36.3653,1,2.7,0
Jammu And Kashmir,Budgam,PMGSY-III,25,184.859,0,177.63144,11,86.679,0,78.5026,14,97.215,0
Jammu And Kashmir,Doda,PMGSY-I,172,1656.558,11,1021.39496,157,1612.588,11,982.3334,15,16.695,0
Jammu And Kashmir,Doda,PMGSY-II,6,41.5,0,38.3902,5,38.9,0,31.5504,1,1.9,0
Jammu And Kashmir,Doda,PMGSY-III,10,110.42,1,129.675,0,5,0,56.7677,10,105.42,1
Jammu And Kashmir,Ganderbal,PMGSY-I,109,334.84,4,237.2777,102,308.97,4,207.9972,7,6.16,0
Jammu And Kashmir,Ganderbal,PMGSY-II,3,14,0,12.9513,3,13.33,0,8.3173,0,0,0
Jammu And Kashmir,Ganderbal,PMGSY-III,10,44.93,0,33.82683,2,21.16,0,18.1531,8,23.35,0
Jammu And Kashmir,Jammu,PMGSY-I,133,669.79,2,369.83915,133,647.281,2,327.6458,0,0,0
Jammu And Kashmir,Jammu,PMGSY-II,15,57.05,4,55.0959,15,57,4,43.1974,0,0,0
Jammu And Kashmir,Jammu,PMGSY-III,15,111.15,20,226.0501,4,20.965,0,78.3314,11,90.185,20
Jammu And Kashmir,Kathua,PMGSY-I,209,1475.163,32,961.20406,196,1424.676,32,817.7179,13,36.562,0
Jammu And Kashmir,Kathua,PMGSY-II,5,27,2,26.1104,5,27,2,22.1774,0,0,0
Jammu And Kashmir,Kathua,PMGSY-III,12,86.407,13,119.8515,6,43.355,0,59.6972,6,42.85,13
Jammu And Kashmir,Kishtwar,PMGSY-I,127,1281.54,25,893.67974,97,1101.845,17,695.823,30,159.22,8
Jammu And Kashmir,Kishtwar,PMGSY-II,5,18.75,0,17.339,3,17.9,0,11.7663,2,0.85,0
Jammu And Kashmir,Kishtwar,PMGSY-III,5,37.45,0,32.92735,2,26.75,0,23.3385,3,10.7,0
Jammu And Kashmir,Kulgam,PMGSY-I,104,343.98,2,287.5272,104,335.39,2,245.2923,0,0,0
Jammu And Kashmir,Kulgam,PMGSY-II,4,21.55,0,27.004,4,18.69,0,17.7407,0,0,0
Jammu And Kashmir,Kulgam,PMGSY-III,6,41.137,3,43.38224,0,36.7,0,24.0226,6,4.437,3
Jammu And Kashmir,Kupwara,PMGSY-I,162,765.43,9,561.5127,162,744.819,9,522.9285,0,0,0
Jammu And Kashmir,Kupwara,PMGSY-II,16,62.25,0,79.56197,16,61.35,0,69.6891,0,0,0
Jammu And Kashmir,Kupwara,PMGSY-III,15,125.756,0,109.80046,1,20.71,0,21.1238,14,105.046,0
Jammu And Kashmir,Poonch,PMGSY-I,161,840.35,7,510.3447,153,800.81,7,516.495,8,24.975,0
Jammu And Kashmir,Poonch,PMGSY-II,4,37.2,0,36.9502,4,37.2,0,32.2794,0,0,0
Jammu And Kashmir,Poonch,PMGSY-III,3,86.4,11,202.74419,0,13,0,33.6056,3,73.4,11
Jammu And Kashmir,Pulwama,PMGSY-I,120,330.63,0,200.9244,120,319.61,0,184.2638,0,0,0
Jammu And Kashmir,Pulwama,PMGSY-II,3,21,0,25.1151,3,21.183,0,20.2375,0,0,0
Jammu And Kashmir,Pulwama,PMGSY-III,18,127.145,3,166.67893,8,64.282,0,69.2812,10,63.37,3
Jammu And Kashmir,Rajouri,PMGSY-I,281,1936.805,29,1167.5271,278,1933.712,29,1162.774,3,0.4,0
Jammu And Kashmir,Rajouri,PMGSY-II,9,49.95,0,50.3674,8,49.95,0,41.2994,1,0,0
Jammu And Kashmir,Rajouri,PMGSY-III,17,167.95,4,235.0394,2,24.15,0,63.9152,15,143.8,4
Jammu And Kashmir,Ramban,PMGSY-I,88,787.775,18,488.2015,83,769.51,17,521.0049,5,12.395,1
Jammu And Kashmir,Ramban,PMGSY-II,1,3,0,2.1229,1,3,0,1.5182,0,0,0
Jammu And Kashmir,Ramban,PMGSY-III,9,72.358,0,74.82583,6,45.405,0,48.2624,3,26.95,0
Jammu And Kashmir,Reasi,PMGSY-I,154,1505.005,22,1033.30034,140,1397.028,15,731.0857,14,89.155,7
Jammu And Kashmir,Reasi,PMGSY-II,5,36.95,0,47.2833,5,36.025,0,32.5955,0,0,0
Jammu And Kashmir,Reasi,PMGSY-III,7,68.64,5,104.01261,0,0,0,29.8733,7,68.64,5
Jammu And Kashmir,Samba,PMGSY-I,65,256.779,4,143.4863,65,250.064,4,124.8959,0,0,0
Jammu And Kashmir,Samba,PMGSY-II,4,10.1,1,9.6632,4,10.1,1,7.1517,0,0,0
Jammu And Kashmir,Samba,PMGSY-III,6,22.305,3,75.529,4,15.02,0,15.6011,2,7.275,3
Jammu And Kashmir,Shopian,PMGSY-I,85,290.15,0,172.09632,85,287.404,0,150.2352,0,0,0
Jammu And Kashmir,Shopian,PMGSY-II,2,23.65,0,28.5239,2,23,0,21.8045,0,0,0
Jammu And Kashmir,Shopian,PMGSY-III,12,84.854,1,101.90697,3,52.17,0,56.707,9,32.53,1
Jammu And Kashmir,Srinagar,PMGSY-I,21,69.23,0,32.3496,21,61.2,0,26.7774,0,0,0
Jammu And Kashmir,Srinagar,PMGSY-II,1,7,0,4.625,1,4.2,0,2.2908,0,0,0
Jammu And Kashmir,Srinagar,PMGSY-III,3,14.55,0,14.9233,1,10.95,0,10.5713,2,3.6,0
Jammu And Kashmir,Udhampur,PMGSY-I,398,3033.195,60,1773.4541,379,2907.233,55,1630.3509,19,81.482,5
Jammu And Kashmir,Udhampur,PMGSY-II,7,59.3,0,70.7923,7,55.9,0,55.8052,0,0,0
Jammu And Kashmir,Udhampur,PMGSY-III,14,157.6,2,199.78726,3,27.35,0,53.8655,11,128.8,2
Jharkhand,Bokaro,PMGSY-I,366,1218.381,11,423.87659,366,1159.405,11,353.3851,0,0,0
Jharkhand,Bokaro,PMGSY-II,7,73.066,0,31.50319,7,73.066,0,18.1113,0,0,0
Jharkhand,Bokaro,RCPLWEA,13,91.075,12,110.99275,13,91.071,5,95.8223,0,0,7
Jharkhand,Bokaro,PMGSY-III,15,162.527,9,118.8933,7,117.925,0,80.7094,8,43.617,9
Jharkhand,Chatra,PMGSY-I,376,1302.21,36,568.75223,376,1284.745,34,516.189,0,0,2
Jharkhand,Chatra,PMGSY-II,10,102.992,0,52.67682,10,102.985,0,44.6036,0,0,0
Jharkhand,Chatra,RCPLWEA,17,179.71,8,152.96067,12,139.455,6,106.6111,5,40.43,2
Jharkhand,Chatra,PMGSY-III,22,183.866,11,144.75469,8,121.585,0,88.8895,14,61.117,11
Jharkhand,Chatra,PM-JANMAN,3,3.96,0,,0,0,0,0,3,3.96,0
Jharkhand,Deoghar,PMGSY-I,177,587.009,30,258.17225,177,556.692,30,221.8802,0,0,0
Jharkhand,Deoghar,PMGSY-II,8,78.895,0,41.2617,8,78.178,0,34.1931,0,0,0
Jharkhand,Deoghar,PMGSY-III,18,160.47,2,105.2488,1,29.666,0,37.9131,17,130.639,2
Jharkhand,Dhanbad,PMGSY-I,101,289.445,0,80.8792,101,285.709,0,76.2936,0,0,0
Jharkhand,Dhanbad,PMGSY-II,5,39.541,0,18.0058,5,39.535,0,15.3543,0,0,0
Jharkhand,Dhanbad,RCPLWEA,16,31.401,0,24.432,12,27.283,0,19.3822,4,4.118,0
Jharkhand,Dhanbad,PMGSY-III,15,142.153,3,97.3264,13,137.95,0,83.0182,2,4,3
Jharkhand,Dumka,PMGSY-I,452,1447.388,20,576.67061,452,1419.533,20,519.2694,0,0,0
Jharkhand,Dumka,PMGSY-II,9,85.75,0,59.3747,9,85.7,0,50.4258,0,0,0
Jharkhand,Dumka,RCPLWEA,9,57.803,2,48.7926,8,57.803,2,41.8832,1,0,0
Jharkhand,Dumka,PMGSY-III,23,224.1,3,166.3037,12,111.21,0,87.7533,11,112.8,3
Jharkhand,Dumka,PM-JANMAN,2,3.26,0,,0,0,0,0,2,3.26,0
Jharkhand,Garhwa,PMGSY-I,298,1165.382,40,429.49684,298,1148.542,40,381.7784,0,0,0
Jharkhand,Garhwa,PMGSY-II,7,74.93,1,48.9372,7,74.684,1,42.5739,0,0,0
Jharkhand,Garhwa,RCPLWEA,14,136.506,23,150.98917,12,124.906,18,86.8827,2,11.6,5
Jharkhand,Garhwa,PMGSY-III,35,278.995,25,260.79578,2,19.71,0,53.7217,33,259.285,25
Jharkhand,Giridih,PMGSY-I,529,1817.611,50,849.84965,529,1792.28,48,718.1826,0,0,2
Jharkhand,Giridih,PMGSY-II,8,81.675,0,49.3679,8,81.675,0,29.0317,0,0,0
Jharkhand,Giridih,RCPLWEA,27,137.608,15,130.42188,21,105.995,13,102.2195,6,31.31,2
Jharkhand,Giridih,PMGSY-III,29,258.785,5,167.36601,4,51.9,0,43.3201,25,206.885,5
Jharkhand,Godda,PMGSY-I,157,586.195,15,235.78493,157,576.343,15,236.8575,0,0,0
Jharkhand,Godda,PMGSY-II,8,72.92,1,42.7545,8,71.892,1,36.6694,0,0,0
Jharkhand,Godda,PMGSY-III,17,157.77,4,113.9466,0,0,0,11.6216,17,157.77,4
Jharkhand,Gumla,PMGSY-I,546,1865.532,36,627.57925,544,1834.769,36,596.784,2,0.1,0
Jharkhand,Gumla,PMGSY-II,4,44.75,2,29.5097,4,44.75,2,22.2428,0,0,0
Jharkhand,Gumla,RCPLWEA,17,264.96,30,296.89745,11,215.94,26,254.5418,6,49.05,4
Jharkhand,Gumla,PMGSY-III,23,219.8,6,137.51727,8,132.654,0,139.2045,15,85.31,6
Jharkhand,Gumla,PM-JANMAN,23,76.75,0,,0,0,0,0,23,76.75,0
Jharkhand,Hazaribagh,PMGSY-I,417,1448.699,24,533.36559,417,1429.078,23,461.1897,0,0,1
Jharkhand,Hazaribagh,PMGSY-II,6,63.115,2,56.62399,6,63.115,2,38.7327,0,0,0
Jharkhand,Hazaribagh,RCPLWEA,14,123.328,6,108.07188,14,123.328,6,93.9569,0,0,0
Jharkhand,Hazaribagh,PMGSY-III,16,190.09,7,160.63616,5,80.94,0,65.2796,11,109.155,7
Jharkhand,Jamtara,PMGSY-I,228,721.994,5,251.40775,228,713.172,5,226.4018,0,0,0
Jharkhand,Jamtara,PMGSY-II,3,37.705,0,29.2106,3,37.18,0,24.3563,0,0,0
Jharkhand,Jamtara,PMGSY-III,10,74.08,0,42.23419,0,3.25,0,8.1004,10,70.83,0
Jharkhand,Jamtara,PM-JANMAN,3,7.545,0,,0,0,0,0,3,7.545,0
Jharkhand,Khunti,PMGSY-I,329,1049.613,14,427.59383,329,1023.256,14,403.7562,0,0,0
Jharkhand,Khunti,PMGSY-II,11,136.355,0,89.8822,11,135.975,0,69.6886,0,0,0
Jharkhand,Khunti,RCPLWEA,53,333.312,13,316.83841,49,330.99,13,298.6146,4,1,0
Jharkhand,Khunti,PMGSY-III,25,219.64,10,185.54227,9,90.51,0,78.7351,16,129.13,10
Jharkhand,Koderma,PMGSY-I,78,398.911,6,143.08113,78,380.066,3,120.646,0,0,3
Jharkhand,Koderma,PMGSY-II,4,41.951,0,21.10256,4,41.951,0,16.0668,0,0,0
Jharkhand,Koderma,RCPLWEA,1,23.66,0,17.6847,1,23.66,0,21.5079,0,0,0
Jharkhand,Koderma,PMGSY-III,11,85.308,2,52.33118,3,40.36,0,25.9115,8,44.948,2
Jharkhand,Latehar,PMGSY-I,215,979.791,22,379.03615,210,950.07,21,356.2101,5,14.4,1
Jharkhand,Latehar,PMGSY-II,7,48.4,0,34.75844,7,48.4,0,32.646,0,0,0
Jharkhand,Latehar,RCPLWEA,27,230.93,31,268.15713,6,199.15,19,187.8676,21,31.78,12
Jharkhand,Latehar,PMGSY-III,15,146.116,13,109.45159,0,10.158,0,21.8818,15,135.958,13
Jharkhand,Latehar,PM-JANMAN,3,5.1,0,,0,0,0,0,3,5.1,0
Jharkhand,Lohardaga,PMGSY-I,122,532.271,8,184.77132,122,518.791,8,183.2657,0,0,0
Jharkhand,Lohardaga,PMGSY-II,4,28.9,0,14.44132,4,28.9,0,9.9162,0,0,0
Jharkhand,Lohardaga,RCPLWEA,18,172.155,14,173.70821,3,125.365,8,119.9691,15,46.79,6
Jharkhand,Lohardaga,PMGSY-III,10,85.5,1,47.69468,2,39.615,0,26.153,8,45.885,1
Jharkhand,Pakur,PMGSY-I,164,699.33,10,257.0937,162,680.765,10,231.3244,2,0,0
Jharkhand,Pakur,PMGSY-II,5,61.25,0,44.0773,5,60.308,0,34.0049,0,0,0
Jharkhand,Pakur,PMGSY-III,13,130.15,2,90.4895,9,126.589,0,95.3754,4,3.561,2
Jharkhand,Palamu,PMGSY-I,441,1579.692,92,661.90943,434,1521.767,91,609.9427,7,25.06,1
Jharkhand,Palamu,PMGSY-II,9,92.99,0,67.2765,9,93.32,0,60.9392,0,0,0
Jharkhand,Palamu,RCPLWEA,14,110.547,10,141.3135,3,75.391,7,115.1399,11,35.053,3
Jharkhand,Palamu,PMGSY-III,25,223.406,13,175.30965,0,0,0,7.7638,25,223.406,13
Jharkhand,Palamu,PM-JANMAN,6,18.935,0,,0,0,0,0,6,18.935,0
Jharkhand,Pashchimi Singhbhum,PMGSY-I,467,2203.987,40,909.47745,461,2155.214,33,862.0077,6,16.1,7
Jharkhand,Pashchimi Singhbhum,PMGSY-II,10,106.875,0,69.8047,10,104.115,0,56.5209,0,0,0
Jharkhand,Pashchimi Singhbhum,RCPLWEA,31,302.715,22,305.34461,23,246.245,9,248.6708,8,54.779,13
Jharkhand,Pashchimi Singhbhum,PMGSY-III,31,287.737,2,167.92703,1,60.25,0,77.6323,30,227.485,2
Jharkhand,Purbi Singhbhum,PMGSY-I,668,1952.658,5,645.03775,668,1875.058,5,585.323,0,0,0
Jharkhand,Purbi Singhbhum,PMGSY-II,9,86.175,0,55.34982,9,85.446,0,43.243,0,0,0
Jharkhand,Purbi Singhbhum,RCPLWEA,5,21.65,2,29.89835,1,11.5,2,19.0701,4,10.15,0
